original_image,labels
zdjecie_1363,1
zdjecie_1364,0
zdjecie_1365,1
zdjecie_1366,1
zdjecie_1367,2
zdjecie_1368,0
zdjecie_1369,0
zdjecie_1370,0
zdjecie_1371,2
zdjecie_1372,0
zdjecie_1373,2
zdjecie_1374,0
zdjecie_1375,3
zdjecie_1376,0
zdjecie_1377,2
zdjecie_1378,0
zdjecie_1379,2
zdjecie_1380,1
zdjecie_1381,2
zdjecie_1382,3
zdjecie_1383,3
zdjecie_1384,1
zdjecie_1385,2
zdjecie_1386,3
zdjecie_1387,2
zdjecie_1388,0
zdjecie_1389,0
zdjecie_1390,2
zdjecie_1391,4
zdjecie_1392,4
zdjecie_1393,2
zdjecie_1394,3
zdjecie_1395,2
zdjecie_1396,2
zdjecie_1397,1
zdjecie_1398,1
zdjecie_1399,4
zdjecie_1400,0
zdjecie_1401,0
zdjecie_1402,1
zdjecie_1403,0
zdjecie_1404,2
zdjecie_1405,1
zdjecie_1406,0
zdjecie_1407,4
zdjecie_1408,2
zdjecie_1409,0
zdjecie_1410,2
zdjecie_1411,0
zdjecie_1412,1
zdjecie_1413,2
zdjecie_1414,1
zdjecie_1415,0
zdjecie_1416,0
zdjecie_1417,1
zdjecie_1418,2
zdjecie_1419,1
zdjecie_1420,3
zdjecie_1421,0
zdjecie_1422,1
zdjecie_1423,1
zdjecie_1424,0
zdjecie_1425,2
zdjecie_1426,0
zdjecie_1427,3
zdjecie_1428,3
zdjecie_1429,0
zdjecie_1430,1
zdjecie_1431,0
zdjecie_1432,0
zdjecie_1433,1
zdjecie_1434,2
zdjecie_1435,1
zdjecie_1436,3
zdjecie_1437,1
zdjecie_1438,2
zdjecie_1439,2
zdjecie_1440,3
zdjecie_1441,0
zdjecie_1442,1
zdjecie_1443,3
zdjecie_1444,3
zdjecie_1445,0
zdjecie_1446,0
zdjecie_1447,4
zdjecie_1448,1
zdjecie_1449,0
zdjecie_1450,1
zdjecie_1451,3
zdjecie_1452,1
zdjecie_1453,3
zdjecie_1454,2
zdjecie_1455,0
zdjecie_1456,2
zdjecie_1457,4
zdjecie_1458,0
zdjecie_1459,0
zdjecie_1460,3
zdjecie_1461,1
zdjecie_1462,0
zdjecie_1463,2
zdjecie_1464,2
zdjecie_1465,0
zdjecie_1466,0
zdjecie_1467,0
zdjecie_1468,2
zdjecie_1469,0
zdjecie_1470,0
zdjecie_1471,0
zdjecie_1472,0
zdjecie_1473,2
zdjecie_1474,3
zdjecie_1475,1
zdjecie_1476,2
zdjecie_1477,1
zdjecie_1478,3
zdjecie_1479,3
zdjecie_1480,2
zdjecie_1481,2
zdjecie_1482,2
zdjecie_1483,2
zdjecie_1484,2
zdjecie_1485,0
zdjecie_1486,1
zdjecie_1487,1
zdjecie_1488,1
zdjecie_1489,2
zdjecie_1490,0
zdjecie_1491,0
zdjecie_1492,4
zdjecie_1493,2
zdjecie_1494,0
zdjecie_1495,2
zdjecie_1496,2
zdjecie_1497,1
zdjecie_1498,0
zdjecie_1499,0
zdjecie_1500,0
zdjecie_1501,2
zdjecie_1502,0
zdjecie_1503,3
zdjecie_1504,4
zdjecie_1505,0
zdjecie_1506,1
zdjecie_1507,3
zdjecie_1508,0
zdjecie_1509,3
zdjecie_1510,0
zdjecie_1511,2
zdjecie_1512,3
zdjecie_1513,0
zdjecie_1514,2
zdjecie_1515,2
zdjecie_1516,2
zdjecie_1517,0
zdjecie_1518,1
zdjecie_1519,0
zdjecie_1520,0
zdjecie_1521,2
zdjecie_1522,3
zdjecie_1523,0
zdjecie_1524,0
zdjecie_1525,2
zdjecie_1526,1
zdjecie_1527,3
zdjecie_1528,1
zdjecie_1529,0
zdjecie_1530,0
zdjecie_1531,2
zdjecie_1532,1
zdjecie_1533,0
zdjecie_1534,1
zdjecie_1535,2
zdjecie_1536,3
zdjecie_1537,0
zdjecie_1538,2
zdjecie_1539,3
zdjecie_1540,1
zdjecie_1541,0
zdjecie_1542,1
zdjecie_1543,2
zdjecie_1544,0
zdjecie_1545,2
zdjecie_1546,2
zdjecie_1547,0
zdjecie_1548,3
zdjecie_1549,2
zdjecie_1550,2
zdjecie_1551,1
zdjecie_1552,0
zdjecie_1553,3
zdjecie_1554,2
zdjecie_1555,1
zdjecie_1556,2
zdjecie_1557,0
zdjecie_1558,3
zdjecie_1559,1
zdjecie_1560,3
zdjecie_1561,2
zdjecie_1562,2
zdjecie_1563,1
zdjecie_1564,2
zdjecie_1565,2
zdjecie_1566,0
zdjecie_1567,2
zdjecie_1568,1
zdjecie_1569,0
zdjecie_1570,0
zdjecie_1571,1
zdjecie_1572,0
zdjecie_1573,3
zdjecie_1574,1
zdjecie_1575,0
zdjecie_1576,2
zdjecie_1577,0
zdjecie_1578,1
zdjecie_1579,1
zdjecie_1580,3
zdjecie_1581,0
zdjecie_1582,2
zdjecie_1583,0
zdjecie_1584,0
zdjecie_1585,1
zdjecie_1586,2
zdjecie_1587,2
zdjecie_1588,3
zdjecie_1589,3
zdjecie_1590,3
zdjecie_1591,1
zdjecie_1592,2
zdjecie_1593,2
zdjecie_1594,4
zdjecie_1595,0
zdjecie_1596,0
zdjecie_1597,0
zdjecie_1598,2
zdjecie_1599,3
zdjecie_1600,0
zdjecie_1601,2
zdjecie_1602,2
zdjecie_1603,2
zdjecie_1604,1
zdjecie_1605,2
zdjecie_1606,3
zdjecie_1607,2
zdjecie_1608,2
zdjecie_1609,2
zdjecie_1610,2
zdjecie_1611,0
zdjecie_1612,0
zdjecie_1613,0
zdjecie_1614,2
zdjecie_1615,0
zdjecie_1616,0
zdjecie_1617,1
zdjecie_1618,2
zdjecie_1619,1
zdjecie_1620,3
zdjecie_1621,1
zdjecie_1622,0
zdjecie_1623,2
zdjecie_1624,2
zdjecie_1625,1
zdjecie_1626,2
zdjecie_1627,2
zdjecie_1628,3
zdjecie_1629,0
zdjecie_1630,3
zdjecie_1631,2
zdjecie_1632,0
zdjecie_1633,0
zdjecie_1634,0
zdjecie_1635,2
zdjecie_1636,4
zdjecie_1637,1
zdjecie_1638,0
zdjecie_1639,1
zdjecie_1640,0
zdjecie_1641,1
zdjecie_1642,3
zdjecie_1643,2
zdjecie_1644,2
zdjecie_1645,3
zdjecie_1646,3
zdjecie_1647,2
zdjecie_1648,2
zdjecie_1649,0
zdjecie_1650,2
zdjecie_1651,0
zdjecie_1652,2
zdjecie_1653,1
zdjecie_1654,3
zdjecie_1655,2
zdjecie_1656,1
zdjecie_1657,0
zdjecie_1658,2
zdjecie_1659,1
zdjecie_1660,3
zdjecie_1661,2
zdjecie_1662,2
zdjecie_1663,2
zdjecie_1664,0
zdjecie_1665,3
zdjecie_1666,0
zdjecie_1667,2
zdjecie_1668,3
zdjecie_1669,0
zdjecie_1670,0
zdjecie_1671,3
zdjecie_1672,2
zdjecie_1673,3
zdjecie_1674,0
zdjecie_1675,2
zdjecie_1676,0
zdjecie_1677,3
zdjecie_1678,2
zdjecie_1679,1
zdjecie_1680,2
zdjecie_1681,2
zdjecie_1682,1
zdjecie_1683,0
zdjecie_1684,4
zdjecie_1685,2
zdjecie_1686,3
zdjecie_1687,0
zdjecie_1688,1
zdjecie_1689,2
zdjecie_1690,0
zdjecie_1691,1
zdjecie_1692,3
zdjecie_1693,0
zdjecie_1694,2
zdjecie_1695,3
zdjecie_1696,2
zdjecie_1697,0
zdjecie_1698,0
zdjecie_1699,2
zdjecie_1700,3
zdjecie_1701,3
zdjecie_1702,2
zdjecie_1703,1
zdjecie_1704,4
zdjecie_1705,0
zdjecie_1706,1
zdjecie_1707,0
zdjecie_1708,3
zdjecie_1709,2
zdjecie_1710,0
zdjecie_1711,2
zdjecie_1712,0
zdjecie_1713,2
zdjecie_1714,2
zdjecie_1715,0
zdjecie_1716,3
zdjecie_1717,2
zdjecie_1718,0
zdjecie_1719,0
zdjecie_1720,1
zdjecie_1721,4
zdjecie_1722,0
zdjecie_1723,1
zdjecie_1724,2
zdjecie_1725,2
zdjecie_1726,2
zdjecie_1727,1
zdjecie_1728,2
zdjecie_1729,1
zdjecie_1730,3
zdjecie_1731,2
zdjecie_1732,1
zdjecie_1733,3
zdjecie_1734,2
zdjecie_1735,2
zdjecie_1736,2
zdjecie_1737,3
zdjecie_1738,3
zdjecie_1739,3
zdjecie_1740,2
zdjecie_1741,0
zdjecie_1742,3
zdjecie_1743,1
zdjecie_1744,1
zdjecie_1745,3
zdjecie_1746,3
zdjecie_1747,1
zdjecie_1748,1
zdjecie_1749,2
zdjecie_1750,0
zdjecie_1751,0
zdjecie_1752,3
zdjecie_1753,0
zdjecie_1754,0
zdjecie_1755,0
zdjecie_1756,0
zdjecie_1757,2
zdjecie_1758,3
zdjecie_1759,0
zdjecie_1760,2
zdjecie_1761,4
zdjecie_1762,2
zdjecie_1763,0
zdjecie_1764,1
zdjecie_1765,1
zdjecie_1766,3
zdjecie_1767,0
zdjecie_1768,0
zdjecie_1769,3
zdjecie_1770,2
zdjecie_1771,4
zdjecie_1772,2
zdjecie_1773,3
zdjecie_1774,2
zdjecie_1775,2
zdjecie_1776,2
zdjecie_1777,0
zdjecie_1778,0
zdjecie_1779,2
zdjecie_1780,3
zdjecie_1781,2
zdjecie_1782,3
zdjecie_1783,0
zdjecie_1784,2
zdjecie_1785,2
zdjecie_1786,0
zdjecie_1787,2
zdjecie_1788,1
zdjecie_1789,2
zdjecie_1790,2
zdjecie_1791,2
zdjecie_1792,2
zdjecie_1793,0
zdjecie_1794,0
zdjecie_1795,1
zdjecie_1796,1
zdjecie_1797,0
zdjecie_1798,0
zdjecie_1799,3
zdjecie_1800,3
zdjecie_1801,0
zdjecie_1802,2
zdjecie_1803,2
zdjecie_1804,2
zdjecie_1805,2
zdjecie_1806,3
zdjecie_1807,4
zdjecie_1808,3
zdjecie_1809,4
zdjecie_1810,3
zdjecie_1811,3
zdjecie_1812,0
zdjecie_1813,1
zdjecie_1814,2
zdjecie_1815,2
zdjecie_1816,1
zdjecie_1817,2
zdjecie_1818,2
zdjecie_1819,1
zdjecie_1820,2
zdjecie_1821,3
zdjecie_1822,3
zdjecie_1823,1
zdjecie_1824,2
zdjecie_1825,2
zdjecie_1826,1
zdjecie_1827,1
zdjecie_1828,0
zdjecie_1829,4
zdjecie_1830,2
zdjecie_1831,1
zdjecie_1832,1
zdjecie_1833,0
zdjecie_1834,2
zdjecie_1835,0
zdjecie_1836,2
zdjecie_1837,0
zdjecie_1838,2
zdjecie_1839,3
zdjecie_1840,3
zdjecie_1841,2
zdjecie_1842,1
zdjecie_1843,2
zdjecie_1844,3
zdjecie_1845,0
zdjecie_1846,1
zdjecie_1847,2
zdjecie_1848,2
zdjecie_1849,2
zdjecie_1850,3
zdjecie_1851,2
zdjecie_1852,2
zdjecie_1853,3
zdjecie_1854,3
zdjecie_1855,1
zdjecie_1856,1
zdjecie_1857,2
zdjecie_1858,0
zdjecie_1859,1
zdjecie_1860,2
zdjecie_1861,1
zdjecie_1862,1
zdjecie_1863,3
zdjecie_1864,3
zdjecie_1865,2
zdjecie_1866,3
zdjecie_1867,3
zdjecie_1868,0
zdjecie_1869,2
zdjecie_1870,1
zdjecie_1871,0
zdjecie_1872,1
zdjecie_1873,3
zdjecie_1874,1
zdjecie_1875,0
zdjecie_1876,2
zdjecie_1877,0
zdjecie_1878,0
zdjecie_1879,0
zdjecie_1880,2
zdjecie_1881,2
zdjecie_1882,2
zdjecie_1883,2
zdjecie_1884,4
zdjecie_1885,2
zdjecie_1886,0
zdjecie_1887,3
zdjecie_1888,0
zdjecie_1889,0
zdjecie_1890,2
zdjecie_1891,3
zdjecie_1892,0
zdjecie_1893,2
zdjecie_1894,2
zdjecie_1895,3
zdjecie_1896,0
zdjecie_1897,3
zdjecie_1898,1
zdjecie_1899,1
zdjecie_1900,3
zdjecie_1901,2
zdjecie_1902,1
zdjecie_1903,2
zdjecie_1904,0
zdjecie_1905,0
zdjecie_1906,2
zdjecie_1907,1
zdjecie_1908,0
zdjecie_1909,4
zdjecie_1910,3
zdjecie_1911,2
zdjecie_1912,2
zdjecie_1913,2
zdjecie_1914,1
zdjecie_1915,0
zdjecie_1916,0
zdjecie_1917,0
zdjecie_1918,2
zdjecie_1919,4
zdjecie_1920,4
zdjecie_1921,2
zdjecie_1922,2
zdjecie_1923,0
zdjecie_1924,2
zdjecie_1925,0
zdjecie_1926,0
zdjecie_1927,2
zdjecie_1928,2
zdjecie_1929,3
zdjecie_1930,3
zdjecie_1931,0
zdjecie_1932,0
zdjecie_1933,2
zdjecie_1934,2
zdjecie_1935,3
zdjecie_1936,2
zdjecie_1937,1
zdjecie_1938,1
zdjecie_1939,0
zdjecie_1940,0
zdjecie_1941,2
zdjecie_1942,1
zdjecie_1943,0
zdjecie_1944,2
zdjecie_1945,0
zdjecie_1946,0
zdjecie_1947,0
zdjecie_1948,0
zdjecie_1949,3
zdjecie_1950,3
zdjecie_1951,1
zdjecie_1952,1
zdjecie_1953,2
zdjecie_1954,2
zdjecie_1955,2
zdjecie_1956,2
zdjecie_1957,3
zdjecie_1958,1
zdjecie_1959,2
zdjecie_1960,0
zdjecie_1961,1
zdjecie_1962,2
zdjecie_1963,2
zdjecie_1964,0
zdjecie_1965,1
zdjecie_1966,1
zdjecie_1967,0
zdjecie_1968,2
zdjecie_1969,4
zdjecie_1970,0
zdjecie_1971,0
zdjecie_1972,1
zdjecie_1973,2
zdjecie_1974,0
zdjecie_1975,4
zdjecie_1976,3
zdjecie_1977,0
zdjecie_1978,1
zdjecie_1979,0
zdjecie_1980,0
zdjecie_1981,0
zdjecie_1982,3
zdjecie_1983,3
zdjecie_1984,0
zdjecie_1985,2
zdjecie_1986,1
zdjecie_1987,2
zdjecie_1988,3
zdjecie_1989,1
zdjecie_1990,1
zdjecie_1991,2
zdjecie_1992,0
zdjecie_1993,4
zdjecie_1994,0
zdjecie_1995,1
zdjecie_1996,0
zdjecie_1997,2
zdjecie_1998,0
zdjecie_1999,2
zdjecie_2000,3
zdjecie_2001,2
zdjecie_2002,1
zdjecie_2003,2
zdjecie_2004,4
zdjecie_2005,1
zdjecie_2006,2
zdjecie_2007,0
zdjecie_2008,3
zdjecie_2009,0
zdjecie_2010,2
zdjecie_2011,1
zdjecie_2012,3
zdjecie_2013,4
zdjecie_2014,1
zdjecie_2015,2
zdjecie_2016,2
zdjecie_2017,2
zdjecie_2018,0
zdjecie_2019,0
zdjecie_2020,0
zdjecie_2021,2
zdjecie_2022,3
zdjecie_2023,1
zdjecie_2024,2
zdjecie_2025,3
zdjecie_2026,0
zdjecie_2027,0
zdjecie_2028,1
zdjecie_2029,0
zdjecie_2030,1
zdjecie_2031,2
zdjecie_2032,2
zdjecie_2033,0
zdjecie_2034,1
zdjecie_2035,2
zdjecie_2036,0
zdjecie_2037,2
zdjecie_2038,0
zdjecie_2039,2
zdjecie_2040,1
zdjecie_2041,1
zdjecie_2042,2
zdjecie_2043,1
zdjecie_2044,1
zdjecie_2045,2
zdjecie_2046,0
zdjecie_2047,1
zdjecie_2048,2
zdjecie_2049,1
zdjecie_2050,1
zdjecie_2051,0
zdjecie_2052,2
zdjecie_2053,0
zdjecie_2054,3
zdjecie_2055,3
zdjecie_2056,1
zdjecie_2057,0
zdjecie_2058,1
zdjecie_2059,0
zdjecie_2060,1
zdjecie_2061,0
zdjecie_2062,0
zdjecie_2063,0
zdjecie_2064,2
zdjecie_2065,4
zdjecie_2066,2
zdjecie_2067,2
zdjecie_2068,0
zdjecie_2069,1
zdjecie_2070,1
zdjecie_2071,4
zdjecie_2072,1
zdjecie_2073,2
zdjecie_2074,2
zdjecie_2075,2
zdjecie_2076,2
zdjecie_2077,4
zdjecie_2078,0
zdjecie_2079,2
zdjecie_2080,3
zdjecie_2081,3
zdjecie_2082,3
zdjecie_2083,0
zdjecie_2084,2
zdjecie_2085,3
zdjecie_2086,3
zdjecie_2087,1
zdjecie_2088,0
zdjecie_2089,1
zdjecie_2090,0
zdjecie_2091,3
zdjecie_2092,3
zdjecie_2093,1
zdjecie_2094,3
zdjecie_2095,2
zdjecie_2096,2
zdjecie_2097,0
zdjecie_2098,3
zdjecie_2099,2
zdjecie_2100,1
zdjecie_2101,1
zdjecie_2102,1
zdjecie_2103,1
zdjecie_2104,1
zdjecie_2105,2
zdjecie_2106,4
zdjecie_2107,1
zdjecie_2108,1
zdjecie_2109,0
zdjecie_2110,0
zdjecie_2111,2
zdjecie_2112,2
zdjecie_2113,0
zdjecie_2114,2
zdjecie_2115,1
zdjecie_2116,3
zdjecie_2117,1
zdjecie_2118,0
zdjecie_2119,1
zdjecie_2120,1
zdjecie_2121,3
zdjecie_2122,0
zdjecie_2123,3
zdjecie_2124,2
zdjecie_2125,2
zdjecie_2126,2
zdjecie_2127,1
zdjecie_2128,2
zdjecie_2129,0
zdjecie_2130,0
zdjecie_2131,0
zdjecie_2132,3
zdjecie_2133,3
zdjecie_2134,2
zdjecie_2135,0
zdjecie_2136,3
zdjecie_2137,0
zdjecie_2138,0
zdjecie_2139,0
zdjecie_2140,0
zdjecie_2141,1
zdjecie_2142,1
zdjecie_2143,0
zdjecie_2144,2
zdjecie_2145,1
zdjecie_2146,0
zdjecie_2147,0
zdjecie_2148,2
zdjecie_2149,0
zdjecie_2150,0
zdjecie_2151,3
zdjecie_2152,2
zdjecie_2153,1
zdjecie_2154,2
zdjecie_2155,2
zdjecie_2156,3
zdjecie_2157,1
zdjecie_2158,2
zdjecie_2159,3
zdjecie_2160,2
zdjecie_2161,1
zdjecie_2162,3
zdjecie_2163,1
zdjecie_2164,1
zdjecie_2165,0
zdjecie_2166,3
zdjecie_2167,1
zdjecie_2168,4
zdjecie_2169,0
zdjecie_2170,0
zdjecie_2171,4
zdjecie_2172,2
zdjecie_2173,1
zdjecie_2174,2
zdjecie_2175,1
zdjecie_2176,2
zdjecie_2177,3
zdjecie_2178,2
zdjecie_2179,0
zdjecie_2180,0
zdjecie_2181,0
zdjecie_2182,0
zdjecie_2183,2
zdjecie_2184,0
zdjecie_2185,0
zdjecie_2186,2
zdjecie_2187,2
zdjecie_2188,1
zdjecie_2189,3
zdjecie_2190,3
zdjecie_2191,1
zdjecie_2192,0
zdjecie_2193,2
zdjecie_2194,0
zdjecie_2195,0
zdjecie_2196,0
zdjecie_2197,0
zdjecie_2198,1
zdjecie_2199,4
zdjecie_2200,3
zdjecie_2201,0
zdjecie_2202,4
zdjecie_2203,3
zdjecie_2204,1
zdjecie_2205,1
zdjecie_2206,2
zdjecie_2207,2
zdjecie_2208,2
zdjecie_2209,1
zdjecie_2210,0
zdjecie_2211,4
zdjecie_2212,1
zdjecie_2213,2
zdjecie_2214,4
zdjecie_2215,3
zdjecie_2216,0
zdjecie_2217,3
zdjecie_2218,2
zdjecie_2219,0
zdjecie_2220,3
zdjecie_2221,1
zdjecie_2222,2
zdjecie_2223,1
zdjecie_2224,2
zdjecie_2225,1
zdjecie_2226,2
zdjecie_2227,2
zdjecie_2228,2
zdjecie_2229,0
zdjecie_2230,4
zdjecie_2231,3
zdjecie_2232,0
zdjecie_2233,0
zdjecie_2234,3
zdjecie_2235,0
zdjecie_2236,1
zdjecie_2237,2
zdjecie_2238,2
zdjecie_2239,3
zdjecie_2240,3
zdjecie_2241,1
zdjecie_2242,0
zdjecie_2243,3
zdjecie_2244,2
zdjecie_2245,2
zdjecie_2246,2
zdjecie_2247,3
zdjecie_2248,1
zdjecie_2249,0
zdjecie_2250,3
zdjecie_2251,1
zdjecie_2252,1
zdjecie_2253,2
zdjecie_2254,1
zdjecie_2255,2
zdjecie_2256,0
zdjecie_2257,0
zdjecie_2258,2
zdjecie_2259,0
zdjecie_2260,3
zdjecie_2261,0
zdjecie_2262,2
zdjecie_2263,0
zdjecie_2264,2
zdjecie_2265,2
zdjecie_2266,0
zdjecie_2267,1
zdjecie_2268,3
zdjecie_2269,1
zdjecie_2270,0
zdjecie_2271,3
zdjecie_2272,2
zdjecie_2273,3
zdjecie_2274,3
zdjecie_2275,0
zdjecie_2276,2
zdjecie_2277,1
zdjecie_2278,0
zdjecie_2279,3
zdjecie_2280,2
zdjecie_2281,0
zdjecie_2282,2
zdjecie_2283,2
zdjecie_2284,0
zdjecie_2285,1
zdjecie_2286,2
zdjecie_2287,3
zdjecie_2288,0
zdjecie_2289,1
zdjecie_2290,4
zdjecie_2291,3
zdjecie_2292,2
zdjecie_2293,2
zdjecie_2294,2
zdjecie_2295,2
zdjecie_2296,1
zdjecie_2297,3
zdjecie_2298,1
zdjecie_2299,1
zdjecie_2300,1
zdjecie_2301,1
zdjecie_2302,1
zdjecie_2303,0
zdjecie_2304,2
zdjecie_2305,3
zdjecie_2306,3
zdjecie_2307,4
zdjecie_2308,0
zdjecie_2309,2
zdjecie_2310,4
zdjecie_2311,2
zdjecie_2312,3
zdjecie_2313,2
zdjecie_2314,0
zdjecie_2315,0
zdjecie_2316,0
zdjecie_2317,2
zdjecie_2318,4
zdjecie_2319,0
zdjecie_2320,0
zdjecie_2321,1
zdjecie_2322,0
zdjecie_2323,2
zdjecie_2324,3
zdjecie_2325,1
zdjecie_2326,1
zdjecie_2327,1
zdjecie_2328,3
zdjecie_2329,3
zdjecie_2330,0
zdjecie_2331,2
zdjecie_2332,0
zdjecie_2333,1
zdjecie_2334,0
zdjecie_2335,1
zdjecie_2336,2
zdjecie_2337,2
zdjecie_2338,3
zdjecie_2339,4
zdjecie_2340,2
zdjecie_2341,3
zdjecie_2342,3
zdjecie_2343,1
zdjecie_2344,4
zdjecie_2345,1
zdjecie_2346,0
zdjecie_2347,3
zdjecie_2348,2
zdjecie_2349,2
zdjecie_2350,4
zdjecie_2351,1
zdjecie_2352,3
zdjecie_2353,0
zdjecie_2354,2
zdjecie_2355,0
zdjecie_2356,0
zdjecie_2357,0
zdjecie_2358,1
zdjecie_2359,0
zdjecie_2360,3
zdjecie_2361,3
zdjecie_2362,3
zdjecie_2363,1
zdjecie_2364,0
zdjecie_2365,0
zdjecie_2366,3
zdjecie_2367,2
zdjecie_2368,0
zdjecie_2369,0
zdjecie_2370,1
zdjecie_2371,0
zdjecie_2372,2
zdjecie_2373,0
zdjecie_2374,1
zdjecie_2375,3
zdjecie_2376,2
zdjecie_2377,0
zdjecie_2378,2
zdjecie_2379,0
zdjecie_2380,2
zdjecie_2381,0
zdjecie_2382,2
zdjecie_2383,2
zdjecie_2384,3
zdjecie_2385,2
zdjecie_2386,0
zdjecie_2387,0
zdjecie_2388,2
zdjecie_2389,1
zdjecie_2390,0
zdjecie_2391,0
zdjecie_2392,3
zdjecie_2393,0
zdjecie_2394,3
zdjecie_2395,1
zdjecie_2396,2
zdjecie_2397,1
zdjecie_2398,0
zdjecie_2399,0
zdjecie_2400,1
zdjecie_2401,1
zdjecie_2402,0
zdjecie_2403,0
zdjecie_2404,3
zdjecie_2405,1
zdjecie_2406,2
zdjecie_2407,0
zdjecie_2408,2
zdjecie_2409,1
zdjecie_2410,0
zdjecie_2411,2
zdjecie_2412,2
zdjecie_2413,2
zdjecie_2414,3
zdjecie_2415,0
zdjecie_2416,0
zdjecie_2417,2
zdjecie_2418,0
zdjecie_2419,2
zdjecie_2420,0
zdjecie_2421,2
zdjecie_2422,2
zdjecie_2423,1
zdjecie_2424,2
zdjecie_2425,3
zdjecie_2426,3
zdjecie_2427,4
zdjecie_2428,2
zdjecie_2429,1
zdjecie_2430,1
zdjecie_2431,2
zdjecie_2432,2
zdjecie_2433,0
zdjecie_2434,0
zdjecie_2435,3
zdjecie_2436,2
zdjecie_2437,2
zdjecie_2438,0
zdjecie_2439,0
zdjecie_2440,0
zdjecie_2441,2
zdjecie_2442,0
zdjecie_2443,2
zdjecie_2444,2
zdjecie_2445,3
zdjecie_2446,3
zdjecie_2447,2
zdjecie_2448,2
zdjecie_2449,0
zdjecie_2450,0
zdjecie_2451,3
zdjecie_2452,0
zdjecie_2453,2
zdjecie_2454,1
zdjecie_2455,0
zdjecie_2456,0
zdjecie_2457,3
zdjecie_2458,2
zdjecie_2459,3
zdjecie_2460,0
zdjecie_2461,2
zdjecie_2462,0
zdjecie_2463,0
zdjecie_2464,3
zdjecie_2465,0
zdjecie_2466,2
zdjecie_2467,2
zdjecie_2468,1
zdjecie_2469,0
zdjecie_2470,3
zdjecie_2471,0
zdjecie_2472,0
zdjecie_2473,0
zdjecie_2474,4
zdjecie_2475,2
zdjecie_2476,2
zdjecie_2477,0
zdjecie_2478,2
zdjecie_2479,2
zdjecie_2480,3
zdjecie_2481,4
zdjecie_2482,2
zdjecie_2483,2
zdjecie_2484,2
zdjecie_2485,4
zdjecie_2486,4
zdjecie_2487,2
zdjecie_2488,3
zdjecie_2489,2
zdjecie_2490,3
zdjecie_2491,2
zdjecie_2492,1
zdjecie_2493,2
zdjecie_2494,2
zdjecie_2495,3
zdjecie_2496,0
zdjecie_2497,2
zdjecie_2498,2
zdjecie_2499,0
zdjecie_2500,0
zdjecie_2501,3
zdjecie_2502,0
zdjecie_2503,0
zdjecie_2504,2
zdjecie_2505,2
zdjecie_2506,0
zdjecie_2507,2
zdjecie_2508,1
zdjecie_2509,2
zdjecie_2510,0
zdjecie_2511,2
zdjecie_2512,2
zdjecie_2513,2
zdjecie_2514,1
zdjecie_2515,1
zdjecie_2516,0
zdjecie_2517,2
zdjecie_2518,0
zdjecie_2519,2
zdjecie_2520,0
zdjecie_2521,2
zdjecie_2522,0
zdjecie_2523,3
zdjecie_2524,2
zdjecie_2525,2
zdjecie_2526,3
zdjecie_2527,3
zdjecie_2528,0
zdjecie_2529,3
zdjecie_2530,3
zdjecie_2531,0
zdjecie_2532,2
zdjecie_2533,3
zdjecie_2534,1
zdjecie_2535,0
zdjecie_2536,1
zdjecie_2537,3
zdjecie_2538,3
zdjecie_2539,2
zdjecie_2540,1
zdjecie_2541,3
zdjecie_2542,2
zdjecie_2543,2
zdjecie_2544,2
zdjecie_2545,1
zdjecie_2546,0
zdjecie_2547,2
zdjecie_2548,1
zdjecie_2549,4
zdjecie_2550,0
zdjecie_2551,2
zdjecie_2552,0
zdjecie_2553,2
zdjecie_2554,0
zdjecie_2555,0
zdjecie_2556,0
zdjecie_2557,2
zdjecie_2558,1
zdjecie_2559,0
zdjecie_2560,1
zdjecie_2561,4
zdjecie_2562,2
zdjecie_2563,1
zdjecie_2564,0
zdjecie_2565,3
zdjecie_2566,0
zdjecie_2567,2
zdjecie_2568,3
zdjecie_2569,0
zdjecie_2570,2
zdjecie_2571,1
zdjecie_2572,2
zdjecie_2573,0
zdjecie_2574,0
zdjecie_2575,0
zdjecie_2576,4
zdjecie_2577,1
zdjecie_2578,3
zdjecie_2579,2
zdjecie_2580,3
zdjecie_2581,2
zdjecie_2582,0
zdjecie_2583,1
zdjecie_2584,0
zdjecie_2585,0
zdjecie_2586,3
zdjecie_2587,4
zdjecie_2588,1
zdjecie_2589,1
zdjecie_2590,2
zdjecie_2591,2
zdjecie_2592,0
zdjecie_2593,0
zdjecie_2594,0
zdjecie_2595,2
zdjecie_2596,0
zdjecie_2597,2
zdjecie_2598,0
zdjecie_2599,1
zdjecie_2600,0
zdjecie_2601,4
zdjecie_2602,1
zdjecie_2603,2
zdjecie_2604,0
zdjecie_2605,0
zdjecie_2606,0
zdjecie_2607,1
zdjecie_2608,1
zdjecie_2609,0
zdjecie_2610,1
zdjecie_2611,1
zdjecie_2612,2
zdjecie_2613,1
zdjecie_2614,4
zdjecie_2615,4
zdjecie_2616,2
zdjecie_2617,1
zdjecie_2618,1
zdjecie_2619,1
zdjecie_2620,0
zdjecie_2621,0
zdjecie_2622,1
zdjecie_2623,0
zdjecie_2624,0
zdjecie_2625,1
zdjecie_2626,2
zdjecie_2627,2
zdjecie_2628,4
zdjecie_2629,1
zdjecie_2630,3
zdjecie_2631,3
zdjecie_2632,0
zdjecie_2633,3
zdjecie_2634,1
